5,674,656,0.0450599543204,0.0527903002362,641,645,5
5,262,236,0.0181514723548,0.0265011212655,232,224,5
5,678,120,0.00572598840772,0.0262176970641,679,120,5
5,1885,280,0.0134817149455,0.0519730816496,1886,282,5
5,789,92,0.00525908627286,0.0253262753072,789,92,5
5,2124,236,0.0116469486285,0.0483560036805,2124,236,5
5,778,71,0.00541259117962,0.0249146709979,776,71,5
5,2026,235,0.0121841699106,0.0501966252286,2025,234,5
5,753,77,0.0059964470516,0.0262205910373,755,77,5
5,2002,228,0.0122068435638,0.0548448039774,2002,228,5
5,798,68,0.00539333126213,0.0251811562162,790,66,5
5,2086,232,0.0117993062527,0.0485798233542,2072,232,5
5,777,94,0.00522744057261,0.0236070901155,777,96,5
5,2154,250,0.0107384159704,0.0466948172961,2154,251,5
5,753,90,0.00555039718648,0.0266397502687,753,90,5
5,2088,231,0.0113819214988,0.0497842821582,2089,232,5
5,774,73,0.00527325322551,0.0270187756787,775,73,5
5,2089,219,0.0117051291671,0.0506052197931,2086,219,5
5,792,73,0.00531180458839,0.0239449494506,792,73,5
5,2089,249,0.0109568740852,0.04913209614,2092,247,5
5,798,96,0.00526432883471,0.0260946248707,798,95,5
5,2192,243,0.0110903159328,0.0470358363885,2192,243,5
5,282,34,0.0304393768311,0.0404981772105,277,33,5
5,880,120,0.0485017091729,0.0955001073224,860,112,5
5,779,59,0.00655518586819,0.026807300115,780,59,5
5,2073,239,0.0128226362108,0.0474885501781,2067,238,5
5,760,74,0.00500392882406,0.0239407726236,759,74,5
5,2004,231,0.0117438808641,0.0500033271724,2005,232,5
5,787,85,0.00501158727607,0.0234703166144,788,84,5
5,2103,229,0.0113167758224,0.0481964036038,2104,228,5
5,812,79,0.00496073485595,0.0233670729625,812,79,5
5,2189,229,0.0111940869688,0.0461354568015,2187,229,5
5,737,101,0.00568455983373,0.0267936552272,737,102,5
5,2022,227,0.0122821893744,0.0499371854882,2021,228,5
5,374,36,0.00508375218845,0.025198287434,374,36,5
5,983,107,0.0120593851702,0.0524618558795,987,107,5
5,521,511,0.00798415370151,0.0242597255668,497,497,5
5,521,511,0.00836293218624,0.024048720392,503,503,5
3,253,240,0.0188294341167,0.0258998414745,240,230,5
3,679,663,0.0441154430754,0.0508451528122,649,647,5
3,580,84,0.00980279235642,0.0247222933658,579,86,5
3,1527,263,0.0222429596425,0.0490235027514,1526,266,5
3,583,68,0.0104644527174,0.0239302410799,584,68,5
3,1650,179,0.0214902457137,0.0499426616563,1647,180,5
3,569,80,0.0106974731029,0.0262077301741,568,80,5
3,1646,184,0.021400768683,0.048285648471,1647,183,5
3,626,66,0.00964088561817,0.023865815365,626,66,5
3,1672,191,0.0208630268434,0.0483428140481,1674,192,5
3,621,70,0.0100089363766,0.024457824403,617,69,5
3,1719,184,0.0203778112718,0.0473482230973,1704,183,5
3,625,66,0.00996568722603,0.0248584782899,624,67,5
3,1738,186,0.0203306077197,0.0469271002589,1739,185,5
3,577,64,0.0108000422268,0.0281387232244,577,64,5
3,1605,186,0.0224908279271,0.0506305540762,1602,186,5
3,596,76,0.00991979021354,0.023796589751,596,76,5
3,1699,171,0.0210568939897,0.0482724702846,1702,171,5
3,607,84,0.00968926831296,0.0242433377675,608,84,5
3,1713,210,0.0198034225152,0.0451641161487,1710,212,5
3,600,78,0.00990428646406,0.0241643453573,600,77,5
3,1705,193,0.0202672534674,0.0476232605676,1705,192,5
3,572,61,0.0121754218995,0.0294440417993,568,61,5
3,1610,180,0.0232661143879,0.0535802921103,1596,179,5
3,642,57,0.00936998368797,0.0241720553102,641,58,5
3,1708,206,0.0203733431621,0.0462421046363,1704,207,5
3,621,65,0.00939648864354,0.0242787525058,622,64,5
3,1664,197,0.0207684694468,0.0460812599972,1665,198,5
3,628,65,0.00985227301479,0.0247321851326,626,66,5
3,1696,180,0.0206551084249,0.0452406140013,1698,179,5
3,581,53,0.0115866644657,0.028329062012,581,53,5
3,1612,172,0.0230657142925,0.0492657987695,1614,171,5
3,619,64,0.00908532642549,0.0237333700061,620,64,5
3,1684,175,0.0211300830035,0.0479395699366,1679,177,5
3,638,70,0.00959383671678,0.0247638018235,635,69,5
3,1776,197,0.0197815949267,0.045532921244,1760,197,5
3,609,71,0.00940346796133,0.0307822194364,609,72,5
3,1681,182,0.0206967272929,0.0459363447441,1680,182,5
3,554,74,0.0124742494163,0.0301379014368,554,73,5
3,1594,206,0.0224105119705,0.0504120594118,1594,205,5
3,527,52,0.00997879066323,0.0276000589695,527,53,5
3,1442,156,0.0207959068341,0.0510671442481,1447,157,5
3,368,350,0.0103634692341,0.017585146879,346,343,5
3,517,496,0.019724124318,0.0279124197541,491,489,5
3,66,71,0.0103184076456,0.0203030985944,65,68,5
3,92,103,0.0208033507632,0.0279508744827,97,99,5
2,661,631,0.0601657406565,0.0754431079778,627,619,5
2,888,436,0.0473369172028,0.0746986817119,888,439,5
2,1421,154,0.0377587097644,0.0571194310342,1419,155,5
2,1385,177,0.0389695725396,0.0651971968738,1389,176,5
2,1579,159,0.0345048946778,0.059607250781,1576,158,5
2,1566,143,0.0344977622787,0.0635984506872,1554,144,5
2,1449,175,0.0358355883095,0.0625178187234,1440,175,5
2,1420,158,0.037265301926,0.065085228841,1420,157,5
2,1407,166,0.0363770011481,0.0633108672642,1405,168,5
2,1413,167,0.0374464218148,0.0643641500762,1414,165,5
2,1448,138,0.0375599243267,0.0596521701132,1447,140,5
2,1417,148,0.0380749751525,0.0601523711875,1409,148,5
2,1444,162,0.0361210334234,0.0565454542637,1432,160,5
2,1435,172,0.0359617732361,0.0580888644032,1436,174,5
2,1458,157,0.0364816991182,0.0649389537277,1456,157,5
2,1494,175,0.0361277386596,0.0631724711827,1497,175,5
2,1455,170,0.0368706667136,0.0658832916192,1455,168,5
2,1418,160,0.0373907721145,0.0579632991626,1396,162,5
2,1411,171,0.0372307334434,0.0603242874146,1408,170,5
2,1336,163,0.0382211772364,0.067463614458,1340,163,5
2,1434,176,0.0347910714882,0.0642947315496,1432,177,5
2,1448,165,0.0355118597081,0.0644004648382,1448,165,5
2,1382,157,0.0384434755072,0.0606252175228,1377,157,5
2,1422,158,0.0379883039873,0.0590366512347,1403,157,5
2,1403,154,0.0367767892101,0.0583056016685,1408,153,5
2,1484,154,0.0358429594503,0.0634366762944,1484,156,5
2,1471,150,0.0376656863181,0.0643990023931,1467,150,5
2,1401,166,0.0385601990564,0.0655713167535,1400,166,5
2,1482,130,0.0369891535591,0.0586146716924,1480,129,5
2,1433,150,0.0378314436114,0.0606571976344,1415,150,5
2,1404,155,0.0381945384373,0.0595078758704,1403,156,5
2,1371,176,0.0388476628069,0.0592589035802,1373,174,5
2,1399,166,0.0372090857,0.0596130362579,1401,168,5
2,308,251,0.0273306625801,0.0267846459343,298,248,5
2,316,317,0.0245655263057,0.0287037166682,305,308,5
1,740,693,0.0451931349839,0.0502709351033,711,683,5
1,148,165,0.01671847972,0.0232972590129,132,150,5
1,1140,255,0.0438790921066,0.0551408625938,1137,259,5
1,213,45,0.0208145352037,0.0262735045475,213,46,5
1,1267,133,0.0427549054304,0.0507260019129,1270,132,5
1,242,23,0.0212305670457,0.0277758784916,241,23,5
1,256,26,0.0171713736271,0.0242313788487,257,26,5
1,1352,147,0.0389373378344,0.0461891086734,1351,147,5
1,254,29,0.0174025820178,0.0230442244431,253,29,5
1,1323,142,0.0393860219103,0.0491461485205,1320,142,5
1,247,23,0.0194454406335,0.0243092308874,246,23,5
1,1289,162,0.0410312474658,0.0479354593489,1281,162,5
1,237,24,0.0224287398318,0.032039552927,235,24,5
1,1302,156,0.0420113066449,0.0482934606381,1295,156,5
1,259,25,0.0172650584808,0.0256091594696,260,25,5
1,1345,175,0.0381958100845,0.0466210746765,1348,175,5
1,250,30,0.0169173536301,0.0244528452555,250,30,5
1,1336,134,0.0395015169139,0.0468690201088,1331,135,5
1,245,26,0.0190912133358,0.0257816406397,244,26,5
1,1327,154,0.0402264688248,0.0471099881749,1330,152,5
1,239,22,0.0218511026773,0.0282728346911,239,22,5
1,1290,127,0.0425944928057,0.0487486366183,1288,128,5
1,259,34,0.017349197883,0.0217241679921,258,34,5
1,1420,156,0.0370913250227,0.043076858399,1410,157,5
1,254,30,0.0175126180874,0.0248714049657,254,30,5
1,1316,149,0.039989470341,0.046995742209,1307,149,5
1,253,20,0.0188087201401,0.0251235604286,253,20,5
1,1316,148,0.0402546877561,0.0484354979283,1317,148,5
1,236,19,0.0212148098235,0.0261936438711,235,19,5
1,1239,138,0.0441735591303,0.0506192566692,1239,138,5
1,251,36,0.0177476689929,0.0245136329106,252,35,5
1,1342,149,0.0393676489347,0.0485388572152,1341,148,5
1,256,20,0.018757204916,0.0251433962867,255,21,5
1,1312,148,0.0395862063984,0.0483922346218,1312,148,5
1,260,28,0.0189211341051,0.0233360784394,260,28,5
1,1358,151,0.0390122972637,0.0454015480845,1358,152,5
1,221,32,0.0218745327871,0.02788310498,218,32,5
1,1239,167,0.0435887705656,0.0500696673538,1224,165,5
1,269,22,0.0186634489152,0.0249982313676,269,22,5
1,1385,147,0.0380062485914,0.0451835490562,1382,148,5
1,256,31,0.0173878222704,0.0227858789505,256,31,5
1,1334,163,0.0387702309683,0.0455463737067,1335,163,5
1,256,24,0.0183888075417,0.0253864924113,257,24,5
1,1360,150,0.0387409035119,0.0460985851288,1359,150,5
1,230,27,0.0221726040653,0.0279329529515,229,27,5
1,1253,144,0.0433111145166,0.0517074584961,1254,145,5
1,267,20,0.0177204608917,0.0237393498421,267,20,5
1,1342,173,0.038848496623,0.0465465326642,1339,172,5
1,258,21,0.0175481556918,0.0226087343125,257,21,5
1,1311,149,0.0408129618378,0.0489795207977,1294,150,5
1,260,23,0.0185512805998,0.0253559921099,259,23,5
1,1355,154,0.0389416581226,0.0465148702844,1358,154,5
1,226,26,0.0221291796226,0.0302709982945,227,26,5
1,1248,153,0.0435997257248,0.0504870913387,1248,153,5
1,238,35,0.0181420312149,0.0278736591339,237,35,5
1,1318,151,0.0398537145197,0.0500825246175,1316,150,5
1,250,34,0.0185181223245,0.0243469546823,249,34,5
